"","PlayerName","Season","PuttingAverage","DrivingDistance","DrivingAccuracy","ScoringAvg","Scrambling","OnePutts","TwoPutts","ThreePutts","AvgOfficialWGR","ProximityToHole","GreensFringeInReg","SandSave","OfficialMoney"
"478","Jeff Maggert",2012,1.784,285.3,67.16,70.82,38.75,564,869,45,0.46,417,74.39,41.73,682742
"479","Geoff Ogilvy",2012,1.784,290.1,62.01,70.99,25,531,712,38,2.18,423,73.47,55.28,1255223
"480","K.J. Choi",2012,1.785,282.3,64.08,71.44,28.26,463,743,34,2.3,431,71.82,48.72,969056
"481","Sean O'Hair",2012,1.785,297.5,59.98,70.68,28.21,542,899,48,1.22,438,80.17,44.93,1160980
"482","Josh Teater",2012,1.785,298.6,61.3,70.88,17.72,651,942,69,0.88,434,78.74,45.33,1011429
"483","Camilo Villegas",2012,1.785,290.3,62.01,70.86,24.68,494,835,45,0.73,421,79.13,44.12,491728
"484","Charley Hoffman",2012,1.786,295.5,62.23,71.32,24.29,594,907,65,1.08,438,76.8,43.06,1276663
"485","Billy Horschel",2012,1.786,290.2,66.58,70.22,30.3,375,570,33,0.56,417,78.13,46.15,486177
"486","Colt Knost",2012,1.786,272.5,68,71.96,35.78,548,785,42,0.55,439,72.37,47.33,848196
"487","Hunter Mahan",2012,1.786,293.1,67.74,71.01,23.81,518,909,37,3.85,425,77.09,45.91,4019193
"488","Rocco Mediate",2012,1.786,280.7,62.22,70.9,23.19,453,656,31,0.16,433,74.41,56.7,242353
"489","Adam Scott",2012,1.786,304.6,59.61,70.53,21.43,381,607,38,6.21,427,79.34,45.74,2899556
"490","Jason Bohn",2012,1.787,279.2,65,71.31,20.97,518,781,38,0.63,415,75.66,50.33,795548
"491","Gary Christian",2012,1.787,281.9,68.95,70.74,32.47,560,900,50,0.57,423,76.62,37.98,616457
"492","Nathan Green",2012,1.787,283.8,58.97,70.72,23.94,448,668,40,0.29,458,77.61,50.89,366651
"493","David Hearn",2012,1.787,286.7,62.25,70.74,38.04,661,979,49,0.81,429,77.48,52.14,1012575
"494","J.J. Killeen",2012,1.787,289.9,56.09,71.58,25,690,919,44,0.49,460,71.43,53.55,414257
"495","Vijay Singh",2012,1.787,295.4,61.62,70.55,22.41,667,NA,63,1.73,419,77.44,50.9,1586304
"496","Johnson Wagner",2012,1.787,284,62.32,71.07,32.05,602,910,55,1.43,437,76.46,39.39,2225006
"497","Arjun Atwal",2012,1.788,285.1,61.12,71.43,25,504,757,36,0.28,437,74.56,43.08,348769
"498","John Rollins",2012,1.788,295.4,64.25,70.75,34.78,517,806,47,1.17,445,77.25,42.45,1489155
"499","Russell Knox",2012,1.789,285.8,67.03,70.47,22.92,432,718,28,0.53,404,77.99,50.6,512583
"500","Justin Leonard",2012,1.789,279.4,60.34,71.69,28.16,536,751,44,0.51,428,71.43,44.63,540155
"501","Tim Clark",2012,1.79,276.7,71.6,71.1,33.33,412,628,28,1.62,399,73.83,54.35,1407028
"502","Billy Hurley III",2012,1.79,275.3,60.56,72.34,28.05,474,658,33,0.45,444,67.98,54.24,474129
"503","George McNeill",2012,1.79,288.8,61.14,71.27,25.68,574,830,43,1.09,446,73.58,47.65,1119534
"504","Kevin Streelman",2012,1.79,292.8,61.63,70.93,23.46,593,915,42,0.8,428,76.31,45.91,893736
"505","Brandt Jobe",2012,1.791,299.2,62.48,71.53,21.82,348,573,20,0.65,437,73.22,44.74,344332
"506","John Mallinger",2012,1.791,281.4,67.93,70.86,33.93,469,735,38,1.02,409,76.1,43.64,1146852
"507","D.A. Points",2012,1.791,284,64.66,70.94,37.18,593,916,55,1.17,429,75.5,45.52,1533360
"508","Harrison Frazar",2012,1.792,297.7,54.68,71.91,14.75,391,534,38,0.85,446,72.05,47.57,730203
"509","Freddie Jacobson",2012,1.792,287.4,57.98,71.68,25.45,426,609,34,2.05,428,76.18,39.42,953493
"510","Greg Owen",2012,1.792,295.9,60.16,70.76,25.93,589,956,61,0.84,423,79.07,49.3,1151622
"511","Kevin Stadler",2012,1.792,292.9,65.09,70.78,24.56,512,822,42,1.3,413,75.89,40.87,1546036
"512","Brendon Todd",2012,1.792,283.6,58.77,71.7,35.05,499,704,38,0.24,446,73.47,46.49,474295
"513","Charles Howell III",2012,1.793,294.6,54.6,70.68,29.87,640,NA,53,1.38,446,76.47,46.54,1284578
"514","Ted Potter, Jr.",2012,1.793,284.5,64.18,71.82,31.58,516,730,51,1.4,440,74.46,41.8,1383170
"515","Kyle Stanley",2012,1.793,306.9,59.49,71.01,20,545,904,53,1.86,416,78.25,45.77,2351857
"516","Roberto Castro",2012,1.794,290.6,65.36,70.44,28.05,570,915,49,0.64,430,77.96,55,755095
"517","Roland Thatcher",2012,1.794,288.9,62.19,71.25,13.95,318,523,35,0.36,390,79.34,32.43,396800
"518","Graham DeLaet",2012,1.795,304.3,60.36,70.81,28.57,506,777,54,1.01,421,76.58,50,1051950
"519","Andres Romero",2012,1.795,292,54.9,71.97,23.53,436,577,49,1.23,458,73.86,46.02,970918
"520","Troy Matteson",2012,1.796,298.9,52.67,71.41,26.67,638,977,57,0.98,455,75.07,45.75,1198953
"521","Jhonattan Vegas",2012,1.796,304.6,53.09,71.52,21.05,469,813,50,0.74,474,78.67,37.7,801803
"522","Cameron Beckman",2012,1.797,285.2,61.67,71.69,19.51,516,791,65,0.16,412,76.32,50,287506
"523","Ernie Els",2012,1.797,294.6,56.71,70.76,36.07,536,817,41,4.34,428,78.12,48,3453117
"524","Mathew Goggin",2012,1.797,290.8,57.86,71.14,21.43,398,657,35,0.46,450,75.66,53.4,259604
"525","Nick O'Hern",2012,1.797,268.9,63.34,71.66,29.41,508,762,44,0.72,426,73.66,52.8,489375
"526","Chad Campbell",2012,1.798,290.1,60.19,70.83,25.81,541,903,53,0.92,418,81.59,44.76,895198
"527","Tim Herron",2012,1.799,289.4,59.93,70.91,24.24,573,951,46,0.56,432,77.85,51.92,660279
"528","Matt Jones",2012,1.799,293.7,55.49,71.15,23.21,338,508,29,0.37,463,79.16,52.38,300254
"529","Jason Kokrak",2012,1.799,304.1,53.92,71.2,31.25,512,778,47,0.77,440,78.37,43.55,750220
"530","Troy Kelly",2012,1.8,299.5,52.6,71.34,36.11,437,626,37,0.74,444,74.73,41.35,786832
"531","Mark Wilson",2012,1.8,276,68.62,71.6,26.09,533,809,45,1.58,428,72.59,52.63,2144780
"532","Charlie Beljan",2012,1.801,311.6,58.19,70.98,17.65,333,568,33,1.08,408,75.58,39.34,1373528
"533","Kevin Chappell",2012,1.801,293.3,56.73,71.2,24.36,606,873,63,0.83,450,75.11,46.15,647509
"534","Rod Pampling",2012,1.801,288.8,62.72,71.24,38.36,539,847,41,0.84,434,76.14,49.03,620893
"535","Tom Pernice Jr.",2012,1.801,273.9,61.26,71.81,19.75,411,586,32,0.38,445,69.7,46.73,189906
"536","Bill Haas",2012,1.802,292.2,63.62,70.76,38.6,524,816,44,3.12,463,78.74,58.62,2349950
"537","Sung Kang",2012,1.803,285.7,57.53,72.66,29.41,506,707,44,0.37,466,69.95,45.04,169439
"538","John Merrick",2012,1.803,293.3,64.46,70.59,27.78,503,859,50,0.79,423,79.89,40,1084627
"539","Ryo Ishikawa",2012,1.804,290,53.28,71.73,24.19,330,507,23,1.88,432,71.99,52.38,727050
"540","Marc Leishman",2012,1.804,289.4,55.2,71.38,27.5,584,850,58,1.67,449,74.19,48.87,1933760
"541","Kyle Reifers",2012,1.804,290,61.7,71.05,19.74,524,883,50,0.38,418,78.84,51.59,448959
"542","Steve Wheatcroft",2012,1.804,286.9,62.37,71.38,10.53,330,532,28,0.29,440,76.38,42.68,135195
"543","Henrik Stenson",2012,1.805,289.5,64.13,70.78,36.54,320,476,35,2.14,472,75.12,54.43,791107
"544","Miguel Angel Carballo",2012,1.806,289.5,57.88,71.7,22.22,435,675,44,0.33,446,74.86,45.28,269979
"545","Patrick Sheehan",2012,1.806,279.3,60.11,71.73,23.53,354,536,32,0.1,431,75.74,44.44,129590
"546","Michael Bradley",2012,1.807,284.5,51.88,71.7,27.66,370,647,31,0.23,437,81.54,46.99,191746
"547","Angel Cabrera",2012,1.807,299.7,57.02,72.04,29.55,322,540,28,0.69,443,70.6,46.38,283384
"548","Heath Slocum",2012,1.807,278.9,71.69,70.87,37.5,554,916,51,0.5,399,76.38,43.31,518197
"549","Cameron Tringale",2012,1.807,290.4,64.41,71.2,28.74,592,910,57,1.06,446,77.06,44.08,1225737
"550","Robert Allenby",2012,1.808,286.7,59.34,71.82,20,479,823,48,0.89,422,79.65,42.98,808927
"551","Ricky Barnes",2012,1.808,292,58.1,71.36,23.26,589,905,73,0.75,427,77.31,43.8,805407
"552","Stephen Gangluff",2012,1.808,291.5,49.93,72.75,25.97,348,527,35,NA,462,71.63,47.87,58702
"553","Bobby Gates",2012,1.808,300.2,58.6,71.22,27.85,552,870,56,0.36,443,77.88,45.45,525292
"554","Scott Brown",2012,1.809,291.2,60.22,71.48,17.65,388,610,50,0.5,432,76.97,40.45,478763
"555","J.J. Henry",2012,1.809,288.1,63.18,71.06,27.47,525,944,43,0.99,424,79.55,44.66,1297802
"556","Scott Stallings",2012,1.809,302.4,58.1,71.45,21.92,510,828,52,1.33,432,79.69,38.94,1293739
"557","Stewart Cink",2012,1.81,288.8,53.43,72.04,31.58,434,712,44,0.55,442,74.55,44.92,477172
"558","Kris Blanks",2012,1.813,284.5,65.84,71.57,31.91,406,681,47,0.57,430,75.09,46.4,390059
"559","Gary Woodland",2012,1.815,301.6,54.55,72.01,18.33,454,710,60,1.14,451,76.09,38.24,592879
"560","Chez Reavie",2012,1.817,282.5,68.57,71.51,25,527,888,57,1,403,73.61,46.88,580616
"561","Trevor Immelman",2012,1.818,290.9,59.7,71.92,25.45,521,780,56,0.88,437,76.5,50,617295
"562","Billy Mayfair",2012,1.819,286.8,65.2,71.05,32.98,583,890,56,0.52,454,72.29,51.43,619960
"563","D.J. Trahan",2012,1.819,292.2,61.33,71.43,18.64,447,738,47,0.53,432,76.1,45.19,611141
"564","Stephen Ames",2012,1.82,283.7,61.88,71.89,20,353,538,32,0.25,419,72.99,46.91,193686
"565","Boo Weekley",2012,1.824,296.8,65.15,71.09,36.36,388,740,47,0.58,397,81.33,43.01,848346
"566","Alexandre Rocha",2012,1.826,284.6,63.47,71.72,37.21,341,622,35,0.42,420,75.45,29.73,614658
"567","Scott Dunlap",2012,1.835,281.4,64.66,71.38,30.77,327,532,46,0.26,417,71.8,46.43,230220
"568","Brendan Steele",2012,1.836,288.8,63.44,71.93,20,472,769,58,0.86,447,75.81,42.74,840965
"569","Kyle Thompson",2012,1.841,284.2,62.65,72.14,24.44,301,496,41,0.18,405,72.26,42.11,45460
"570","Phil Mickelson",2013,1.718,287.9,57.3,70.09,34.55,594,754,38,8.51,422,79.81,55.65,5495793
"571","David Hearn",2013,1.724,279.7,62.08,70.75,30.34,661,868,35,1.33,414,76.8,40.6,1171514
"572","Aaron Baddeley",2013,1.727,288.5,50.71,71.58,24.72,539,600,32,0.95,471,73.76,51.94,721023
"573","Greg Chalmers",2013,1.731,276.8,62.8,71.04,28.26,573,700,24,1.09,441,72.26,58.87,632282
"574","Bryce Molder",2013,1.731,273.8,65.95,70.26,24,606,786,30,0.96,410,74.25,54.81,816922
"575","Steve Stricker",2013,1.731,283.6,70.65,69.19,33.33,348,461,26,6.72,406,79.66,54.72,4440531
"576","Chris Kirk",2013,1.733,289,59.65,70.01,36.84,697,839,44,1.7,395,77.9,49.23,1728616
"577","Charlie Wi",2013,1.733,282.1,63.02,71.06,40.54,546,670,39,1,428,71.86,55,656671
"578","Brandt Snedeker",2013,1.734,281.3,62.57,70.19,35.38,608,758,38,6.2,398,78.18,60.48,5318087
"579","Jordan Spieth",2013,1.734,289.4,67.8,69.98,42.62,608,801,46,4.34,396,74.97,51.64,3879819
"580","Justin Leonard",2013,1.735,276.3,64.36,70.8,30.77,646,851,31,0.89,429,75.23,50.39,694138
"581","Ryan Palmer",2013,1.737,301.5,57.69,70.32,28.95,579,794,37,1.68,404,76.34,44.96,1521592
"582","Tiger Woods",2013,1.737,293.2,62.5,69.88,26.42,440,599,31,12.84,407,78.29,60.82,8553438
"583","Jason Bohn",2013,1.738,276.3,65.74,70.96,28.38,503,711,30,0.86,408,73.95,56.88,739030
"584","Brian Davis",2013,1.739,278.8,68.61,70.77,36.05,679,889,42,1.44,404,70.23,55.42,1221523
"585","Charley Hoffman",2013,1.741,294,59.57,70.8,27.78,599,839,53,1.57,415,74.89,51.06,1582423
"586","Sangmoon Bae",2013,1.742,285.3,58.39,71.19,29.9,622,789,62,1.44,423,72.44,49.65,1714640
"587","Brian Gay",2013,1.742,275.1,64.79,71.08,31.52,650,721,27,1.12,411,66.81,59.09,1426017
"588","Rory McIlroy",2013,1.744,302.2,57.92,71.11,23.81,410,534,35,7.31,427,79.15,43.33,1802442
"589","Billy Horschel",2013,1.745,293.8,64.17,70.49,36.71,680,983,49,2.84,423,74.59,53.07,3501703
"590","James Driscoll",2013,1.746,287.1,53.89,70.97,29.35,535,705,36,0.77,429,75.93,54.26,821101
"591","Morgan Hoffmann",2013,1.746,295.4,57.72,70.41,30,471,628,36,1.29,418,76.55,50,871003
"592","Charl Schwartzel",2013,1.746,296.1,59.87,70.46,25,478,705,27,4.43,410,76.67,50.66,2256722
"593","Mike Weir",2013,1.746,270.5,55.07,71.83,35.96,459,545,25,0.25,448,71.46,58.26,194510
"594","Luke Donald",2013,1.747,278.1,62.87,70.64,28,437,562,25,5.08,410,73.82,55.81,1930646
"595","Harris English",2013,1.749,295.2,58.65,70.46,32.67,690,947,54,1.95,428,78.87,52.74,2201166
"596","James Hahn",2013,1.749,293.3,58.58,71.09,24,517,756,34,0.89,409,75,46.36,853507
"597","Sergio Garcia",2013,1.75,291,61.28,70.4,33.33,444,648,26,4.49,432,77.51,50,2251138
"598","Matt Kuchar",2013,1.75,284.9,58.93,70.01,21.31,643,881,29,6.58,408,78.35,64.9,5616808
"599","Doug LaBelle II",2013,1.751,280.1,67.42,71.2,29.11,511,698,36,0.39,452,71.73,56.06,338920
"600","Rickie Fowler",2013,1.752,286.4,62.27,70.88,28.33,546,731,36,2.86,417,73.88,60.34,1816741
"601","Matt Every",2013,1.754,288.1,58.94,70.85,20.55,653,879,57,1.44,409,73.22,52.74,1188867
"602","Jeff Overton",2013,1.755,292.4,57.83,70.69,27.27,575,782,35,1.01,436,76.91,45.99,721722
"603","Charles Howell III",2013,1.756,294.8,53.11,70.07,31.87,634,841,40,1.69,444,78.13,52.38,1877389
"604","Daniel Summerhays",2013,1.757,285.7,62.08,70.64,28.75,592,842,36,1.41,415,75.17,44.68,1277886
"605","Robert Garrigus",2013,1.758,302.4,55.37,71.32,16.67,415,705,32,2.12,420,76,39.09,1132355
"606","Jimmy Walker",2013,1.758,298.5,52.18,70.4,37.5,610,849,39,2.06,426,78.36,54.74,2117570
"607","Jason Day",2013,1.759,299.3,58.03,70.43,30.51,601,786,39,4.89,436,74.19,61.36,3625029
"608","Webb Simpson",2013,1.759,285.4,63.3,70.26,33.87,619,899,43,4.12,409,74.16,55.56,2957581
"609","Freddie Jacobson",2013,1.76,287.3,56.26,70.87,32.69,452,584,30,1.84,415,73.94,50.98,1236721
"610","Patrick Reed",2013,1.76,292,56.13,70.72,29.89,627,796,49,2.08,434,71.54,59.71,1961519
"611","Andres Romero",2013,1.76,293.1,57.35,71.19,27.54,441,575,30,1.04,468,71.82,56.45,718506
"612","Chris Stroud",2013,1.761,277,62.4,70.52,35,663,861,38,1.51,422,74.64,51.63,1602121
"613","Russell Henley",2013,1.762,289,64.68,70.91,32.86,562,779,43,1.96,415,75.74,49.65,2008025
"614","Kevin Stadler",2013,1.762,289.8,64.21,70.35,27.42,522,831,45,1.52,398,77.93,50,1281176
"615","Gary Woodland",2013,1.763,303.8,57.6,70.8,24.18,610,949,43,1.83,416,76.38,40.3,1915731
"616","Stephen Ames",2013,1.764,280.7,58.53,71.08,26.98,371,479,23,0.19,438,71.86,53.01,188987
"617","Camilo Villegas",2013,1.764,291.8,58.56,70.55,29.23,534,762,41,0.7,392,77.12,54.21,709676
"618","Peter Hanson",2013,1.766,295.3,56.31,71.3,34.62,322,428,17,2.71,426,75.81,61.02,610177
"619","D.H. Lee",2013,1.766,280.9,66.23,70.89,26.98,456,662,40,0.78,427,76.83,47.22,882792
"620","Carl Pettersson",2013,1.766,290.2,59.43,71.58,26.87,556,828,38,1.96,416,74.44,46.26,738143
"621","Jim Furyk",2013,1.767,275.3,70.47,70.47,22.92,529,820,39,5.09,375,78.46,55.37,3204779
"622","Brian Harman",2013,1.767,287.5,60.64,71.19,24.44,617,852,35,1.05,436,72.56,45.14,909759
"623","Bob Estes",2013,1.768,285,63.11,70.42,37.14,493,653,24,1.14,406,78.62,59.8,769717
"624","Fabian Gomez",2013,1.768,289.5,61.88,71.08,40,463,665,30,0.45,414,75,48.21,586942
"625","Rory Sabbatini",2013,1.768,293.1,59.72,70.26,21.31,578,812,65,1.37,396,78.74,47.93,1327822
"626","Vaughn Taylor",2013,1.768,289.8,65.32,70.87,26.79,354,440,26,0.45,413,75.48,50.67,399285
"627","Ernie Els",2013,1.769,289.6,57.72,71.23,33.33,428,642,27,4.2,413,69.86,49.44,1173761
"628","Aaron Watkins",2013,1.769,277.1,63.03,71.3,16.95,319,438,22,0.31,439,73.39,47.83,217495
"629","Keegan Bradley",2013,1.771,300.6,62.82,70.01,23.73,608,899,36,4.97,424,77.97,56.25,3636812
"630","Matt Jones",2013,1.771,292.3,64.74,70.17,35.09,605,833,41,1.65,427,77.7,55.73,1724706
"631","Scott Piercy",2013,1.772,298.2,53.57,71.55,24.68,517,764,45,2.72,431,75.31,41.73,1830084
"632","David Toms",2013,1.772,277.4,66.5,71.18,35.14,309,441,26,1.7,397,71.99,56.36,646161
"633","Brendon de Jonge",2013,1.773,286.3,66.28,70.01,31.4,755,NA,48,2.09,405,77.26,53.9,1795244
"634","Ken Duke",2013,1.773,275.1,69.28,71.24,31.08,621,871,51,1.72,397,74.08,43.66,1722582
"635","Jerry Kelly",2013,1.773,273.2,71.81,70.55,46,533,762,34,0.96,410,72.23,52.68,832407
"636","Jason Kokrak",2013,1.773,303.2,53.17,70.79,18.67,563,766,52,1.14,421,76.12,53.62,1267524
"637","David Lingmerth",2013,1.773,285.8,64.87,71.29,32,501,661,43,1.71,404,71.62,52.63,1748109
"638","Pat Perez",2013,1.773,290.1,61.35,70.84,29.33,469,721,38,1.21,415,77.25,44.09,974800
"639","John Rollins",2013,1.773,295.6,58.56,70.62,28.05,488,772,37,1.16,418,77.65,51.64,1164049
"640","Roberto Castro",2013,1.774,282.3,67.36,70.35,33.33,681,NA,49,2.06,407,77.36,53.96,2154897
"641","D.A. Points",2013,1.775,281.1,63.48,71.45,30.3,614,868,56,2.34,425,71.56,47.1,2658886
"642","Adam Scott",2013,1.775,297.8,61.84,70.25,28.57,387,650,28,9.27,410,80.85,53.85,4892610
"643","Scott Stallings",2013,1.775,295.7,58.73,71.44,22.22,578,785,45,1.77,426,73.34,50.34,1622627
"644","William McGirt",2013,1.776,281.8,62.3,70.87,29.73,532,769,32,1.11,437,76.65,56.41,867384
"645","John Merrick",2013,1.776,284.3,60.51,70.72,27.4,530,831,40,1.9,411,78.14,44.26,1969478
"646","Bill Haas",2013,1.777,288.2,62.31,70.38,37.1,568,889,35,3.84,425,77.11,50.82,3475562
"647","Colt Knost",2013,1.777,271.7,66.48,71.86,29.21,465,661,28,0.25,422,70.38,53.47,176710
"648","Martin Flores",2013,1.778,300.4,53.67,70.45,26.25,605,821,51,0.85,424,76.01,56.3,805596
"649","Dustin Johnson",2013,1.778,305.8,53.36,70.76,34.62,476,723,44,4.32,411,74.81,42.72,2963213
"650","David Lynn",2013,1.778,277.9,59.27,71.41,30.16,500,689,34,2.28,425,72.9,56.86,1633253
"651","Jonas Blixt",2013,1.779,283.7,56.54,71.38,30.23,579,736,33,2.85,453,73.21,54.23,2027517
"652","Chez Reavie",2013,1.779,282.8,70.29,70.57,30,494,753,30,0.59,393,75.04,49.61,590925
"653","Tag Ridings",2013,1.779,299.6,53.38,71.06,23.53,445,689,26,0.39,425,79.46,52.38,428922
"654","Josh Teater",2013,1.779,293.7,60.77,71.22,28.81,552,861,46,1.28,422,75.22,47.14,1332652
"655","Brad Fritsch",2013,1.78,297,58.06,70.97,20.51,531,786,48,0.66,402,76.73,58.7,452184
"656","Tommy Gainey",2013,1.78,291,56.34,71.99,28.04,593,848,51,0.83,434,73.72,51.82,520479
"657","Steven Bowditch",2013,1.781,300.2,53.04,70.97,26.03,497,619,36,0.56,459,74.38,64.91,697774
"658","Jason Dufner",2013,1.781,285.9,64.81,70.55,35.09,535,776,59,5.93,411,78.37,51.55,3132267
"659","Justin Rose",2013,1.781,296.6,63.57,69.97,30.56,404,617,40,7.54,386,79.59,59.26,4146148
"660","Ted Potter, Jr.",2013,1.782,280.3,68.03,71.02,31.25,436,594,49,0.99,417,70.57,43.01,829770
"661","Cameron Tringale",2013,1.782,287.2,62.89,70.64,27.63,560,816,45,1.13,436,75.57,61.47,971208
"662","Justin Bolli",2013,1.783,279.1,61.36,72.02,16.67,394,549,36,0.65,434,71.91,46.88,545187
"663","Luke Guthrie",2013,1.783,283.5,61.24,71.4,29.58,602,790,66,1.71,417,72.71,45.93,991901
"664","Tim Herron",2013,1.783,283.6,52.24,71.64,23.73,324,449,25,0.45,453,73.39,51.28,302570
"665","Zach Johnson",2013,1.783,278.8,69.68,70.42,26.23,555,873,45,5.4,402,77.87,44.44,4044508
"666","Richard Lee",2013,1.783,279.1,66.95,70.81,31.76,548,786,39,0.23,418,76.29,55.47,920835
"667","Henrik Stenson",2013,1.784,290.9,70.09,69.94,27.27,419,680,45,8.15,430,79.46,46.24,6388229
"668","Hunter Mahan",2013,1.785,290,66.61,70.62,31.17,568,892,48,3.95,434,78.21,48.53,3036163
"669","Ian Poulter",2013,1.785,281.7,62.42,71.17,34.15,375,534,27,4.32,412,73.55,57.14,1723463
"670","Bo Van Pelt",2013,1.785,285.9,63.8,71.56,27.59,462,740,43,2.67,403,77.4,33.93,956629
"671","Bud Cauley",2013,1.786,287.5,59.16,71.63,28.33,412,666,37,1.07,408,75.77,47.57,443698
"672","Scott Brown",2013,1.787,289.5,62.32,71.46,30.91,447,675,30,0.93,442,72.34,38.94,1012142
"673","Shawn Stefani",2013,1.787,297.2,54.97,71.16,32.31,448,638,33,0.78,437,75.88,59.48,511398
"674","Stuart Appleby",2013,1.788,284.7,62.53,70.69,34.02,604,835,46,0.65,416,73.87,61.72,538332
"675","Erik Compton",2013,1.788,292.7,56.89,70.96,27.85,540,732,45,0.6,430,74.4,50,651659
"676","Ryan Moore",2013,1.788,282.3,68.44,71.24,42.62,505,708,49,2.59,420,73.86,50.94,1490265
"677","Dicky Pride",2013,1.788,274.8,65.24,71.01,22.22,462,692,34,0.59,419,71.88,50.44,495390
"678","Tim Clark",2013,1.789,273.9,70.31,70.98,30.95,437,613,33,2.04,406,70.45,52.04,1355952
"679","Ben Crane",2013,1.789,281,60.94,70.93,36.54,428,569,33,1.07,431,72.41,63.11,796947
"680","Marc Leishman",2013,1.789,286.6,58.77,71.13,29.11,541,785,47,2.09,442,74.57,46.15,1491358
"681","Cameron Percy",2013,1.789,293.6,59.28,70.88,27.12,466,675,34,0.56,431,77.66,58.16,277335
"682","Kevin Streelman",2013,1.789,287.5,67.25,70.6,32.26,593,896,43,2.83,400,74.16,48.25,3088284
"683","Robert Streb",2013,1.79,297.7,59.57,70.89,29.87,485,738,39,0.63,441,77.21,43.09,454871
"684","Y.E. Yang",2013,1.79,286.7,62.79,71.66,23.81,389,578,27,0.71,402,72.1,44.14,259117
"685","K.J. Choi",2013,1.791,278.3,66.04,70.79,17.78,589,855,49,1.43,398,75.97,67.18,973751
"686","Scott Langley",2013,1.791,278.9,62.45,71.35,30.43,530,765,39,0.57,407,76.38,46.53,590684
"687","Jeff Maggert",2013,1.791,277.6,68.83,70.87,29.31,448,628,45,0.94,387,76.03,48.31,1022330
"688","Darron Stiles",2013,1.791,275.1,67.64,71.61,26.67,350,490,31,0.38,399,68.4,58.97,184866
"689","Brian Stuard",2013,1.791,281.8,65.99,70.86,31.25,506,779,35,0.79,403,73.05,50,1032027
"690","Andrew Svoboda",2013,1.791,290.1,60.91,71.36,21.62,287,477,19,0.75,445,78.34,29.51,77219
"691","Seung-Yul Noh",2013,1.792,298.8,51.5,71.69,23.17,455,697,43,1.21,447,77.75,44.23,391762
"692","Justin Hicks",2013,1.793,280,69.61,71.33,25.86,489,791,53,0.71,404,77.13,38.83,732741
"693","Henrik Norlander",2013,1.793,295,60.13,71.09,28.81,441,726,42,0.36,428,77.02,51.49,401957
"694","Bubba Watson",2013,1.795,303.7,58.73,70.7,27.45,479,782,44,3.97,423,81.56,46.08,1759275
"695","Scott Gardiner",2013,1.796,288.4,58.52,71.85,16.98,388,626,34,0.65,428,76.3,47.46,219644
"696","Rod Pampling",2013,1.797,282.6,62.35,71.6,22.5,277,453,17,0.46,436,74.59,52.46,110451
"697","Jin Park",2013,1.797,273.2,68.82,71.6,19.51,360,497,36,0.18,436,70.77,58.97,136457
"698","Kevin Chappell",2013,1.798,292.9,61.52,71.06,37.14,551,814,56,1.67,408,76.82,61.74,1589838
"699","Brendan Steele",2013,1.798,290.7,61.56,71.04,28.72,556,857,48,1.05,425,77.52,53.17,1004160
"700","Nicholas Thompson",2013,1.798,291.6,64.74,70.91,26.67,677,NA,67,1,402,76.62,52,959434
"701","Casey Wittenberg",2013,1.798,280.5,54.61,71.77,30.3,500,715,32,0.73,439,75.8,63.3,425394
"702","Graham DeLaet",2013,1.799,298.6,65.8,70.2,28.57,626,983,63,2.95,400,78.42,48.85,2834900
"703","D.J. Trahan",2013,1.799,293.4,63.54,70.93,11.54,305,486,28,0.34,414,75.12,33.33,284249
"704","Luke List",2013,1.8,306.3,45.58,72.07,22.09,427,611,45,0.51,466,72.87,58.33,264400
"705","George McNeill",2013,1.8,286,65.62,70.93,29.03,460,706,41,0.73,406,76.76,50,500798
"706","Brandt Jobe",2013,1.801,292.1,64.78,71.41,30.65,377,621,33,0.4,412,75.29,46.6,309105
"707","Martin Laird",2013,1.801,293.4,60.78,71.76,19.67,459,703,47,2.15,439,72.52,48.33,1755393
"708","David Mathis",2013,1.801,280.6,62.42,71.82,19.74,435,715,41,0.37,420,72.38,43.64,274476
"709","Troy Matteson",2013,1.801,294.1,55.39,71.52,31.71,440,689,33,0.68,436,74.26,50.51,245090
"710","Graeme McDowell",2013,1.801,277.5,68.51,71.35,31.03,347,496,28,5.33,403,74.47,52.86,2174595
"711","Alistair Presnell",2013,1.801,284.6,58.01,71.84,29.51,403,572,41,0.38,440,74.78,54.74,163134
"712","Michael Thompson",2013,1.801,279.4,61.39,71.88,36.36,450,678,40,2.13,433,72.61,60.87,1707637
"713","Ben Kohles",2013,1.802,279,67.78,71.41,25,470,743,42,0.77,403,75.04,42.86,419416
"714","Chad Campbell",2013,1.803,288.9,60.7,70.88,29.9,499,805,45,0.69,409,79.66,48.65,510660
"715","Tom Gillis",2013,1.803,286.3,64.75,71.69,27.06,470,648,40,0.61,429,71.33,62.61,345325
"716","Padraig Harrington",2013,1.803,288.3,58.39,71.88,20.93,340,509,25,1.61,439,72.5,52.05,711244
"717","Lee Williams",2013,1.803,275.6,59.76,71.25,29.73,431,601,32,0.3,420,72.95,63.64,133755
"718","Robert Allenby",2013,1.804,284.9,57.87,72.2,20,371,590,35,0.26,411,76.77,49.51,204272
"719","Boo Weekley",2013,1.805,290.9,66.36,70.71,27.27,633,NA,78,2.41,409,79.14,49.65,2786661
