"","PlayerName","Season","PuttingAverage","DrivingDistance","DrivingAccuracy","ScoringAvg","Scrambling","OnePutts","TwoPutts","ThreePutts","AvgOfficialWGR","ProximityToHole","GreensFringeInReg","SandSave","OfficialMoney"
"1436","Martin Flores",2017,1.79,300.6,52.79,70.44,27.14,510,899,37,0.8,430,80.74,50,830057
"1437","Bill Haas",2017,1.79,292.3,58.05,70.18,29.03,555,836,43,2.91,431,78.35,54.01,2842173
"1438","John Huh",2017,1.79,287.1,64.09,70.57,26.67,623,896,43,0.62,446,75.6,57.23,767575
"1439","Bubba Watson",2017,1.79,305.6,59.58,71.33,26.42,428,619,40,2.33,443,76.86,47.31,1223128
"1440","Ken Duke",2017,1.791,274.2,68.62,71.48,27.45,485,736,43,0.29,417,71.76,52.03,225907
"1441","Kevin Streelman",2017,1.791,294,66.01,70.75,32.53,606,907,56,1.19,427,76.79,49.66,1313326
"1442","James Hahn",2017,1.792,293.9,63.14,70.84,41.1,650,NA,49,2.04,444,74.76,47.97,1841314
"1443","Jim Herman",2017,1.792,292.5,69.02,70.85,16.36,480,815,41,1.39,433,76.38,37.59,1205632
"1444","William McGirt",2017,1.792,284.8,70.06,71.13,28.07,529,838,42,1.98,442,76.83,46.67,1225005
"1445","Scott Stallings",2017,1.792,297.6,57.04,70.62,27.03,491,827,46,0.79,403,80.39,44.26,955336
"1446","Shawn Stefani",2017,1.793,294,60.53,70.57,27.03,460,712,33,0.35,434,79.3,45.71,404376
"1447","Tyrone Van Aswegen",2017,1.793,287.2,59.79,70.84,21.05,663,NA,59,0.59,419,76.39,60.78,806410
"1448","Chad Campbell",2017,1.794,285.6,67.21,70.05,37.84,635,NA,45,0.97,409,78.57,52.99,1329941
"1449","David Hearn",2017,1.794,281,66.75,70.91,25.32,590,879,41,0.8,419,76.23,55.35,800710
"1450","Si Woo Kim",2017,1.795,288.4,55.92,72.51,23.17,505,705,51,2.92,472,70.74,48.94,2681176
"1451","Mark Anderson",2017,1.796,283.8,59.97,71.02,26.42,360,534,29,0.34,430,77.06,51.28,188805
"1452","Ryan Brehm",2017,1.796,310.5,51.13,70.82,21.62,486,765,47,0.52,443,78.74,47.83,396258
"1453","Nick Taylor",2017,1.796,291.6,61.66,70.63,32.53,652,975,63,0.85,455,73.68,47.71,1255259
"1454","Brett Stegmaier",2017,1.797,288.7,64.66,71.68,25,483,824,49,0.33,426,77.26,44.57,271031
"1455","Ryan Armour",2017,1.799,278.8,72.73,70.54,25,367,650,32,0.62,392,76,37.33,443005
"1456","Brendan Steele",2017,1.799,299.9,62.28,70.54,34.33,542,835,44,2.3,429,77.86,45.22,2907095
"1457","Harold Varner III",2017,1.799,302.4,59.61,70.84,38.54,648,NA,71,1.19,427,79.15,47.97,918779
"1458","Gary Woodland",2017,1.799,306.9,58.9,70.48,31.58,557,901,57,2.75,430,81.95,61.21,2980225
"1459","Brad Fritsch",2017,1.8,288.3,56.4,71.46,30.19,353,527,39,0.24,420,77.8,48.19,166440
"1460","Retief Goosen",2017,1.8,291.8,57.79,71.13,28,316,472,26,0.61,420,74.39,52.31,414362
"1461","Spencer Levin",2017,1.8,279,67.82,71.06,31.94,590,886,45,0.5,444,76.65,47.86,469729
"1462","Miguel Angel Carballo",2017,1.802,288.1,63.61,71.6,24.53,383,595,38,0.2,439,75.54,45.45,186622
"1463","Jim Furyk",2017,1.802,270.1,70.75,71.2,33.33,320,496,20,1.34,407,75.76,42.59,558097
"1464","Andrew Loupe",2017,1.802,311.3,45.93,72.73,23.68,350,540,37,0.36,444,73.57,39.8,273070
"1465","Hunter Mahan",2017,1.802,294.5,63.4,71.48,23.88,497,722,53,0.2,478,74.16,55.22,277234
"1466","Jhonattan Vegas",2017,1.802,300.8,57.28,71.01,27.42,589,923,56,2.94,448,78.67,45.31,2944737
"1467","Brett Drewitt",2017,1.803,286.4,60.73,71.57,22.22,373,527,43,0.2,414,75.56,50,184388
"1468","Billy Horschel",2017,1.803,299.5,59.8,70.98,32.58,523,920,47,2.43,435,78.49,44.8,2697959
"1469","Branden Grace",2017,1.804,290.6,58.19,71.05,40.91,401,613,35,2.89,443,73.5,49.46,1315053
"1470","Geoff Ogilvy",2017,1.804,286.5,62.59,70.99,30.43,489,760,32,0.74,434,72.81,57.5,867248
"1471","C.T. Pan",2017,1.806,287.1,63.68,70.94,31.08,567,883,55,1.06,442,75.23,54.93,1267649
"1472","Cameron Percy",2017,1.806,292.5,60.18,70.58,33.33,434,685,44,0.55,430,78.61,52.94,623693
"1473","Nick Watney",2017,1.807,300.9,55.67,70.7,30.14,454,729,40,0.57,397,76.26,56.1,824161
"1474","Alex Cejka",2017,1.808,282.1,67.19,71.13,33.33,516,815,42,0.73,423,73.93,46.55,618170
"1475","Jason Kokrak",2017,1.809,305.7,59.26,71.13,18.92,599,950,74,1.46,444,78.99,36.43,1173708
"1476","Mark Hubbard",2017,1.811,282.7,60.41,71.31,20,489,795,33,0.23,421,76.12,50.39,267968
"1477","Jason Bohn",2017,1.814,275.9,63.67,71.77,29.63,472,758,33,0.17,420,72.9,39.56,165910
"1478","Rod Pampling",2017,1.817,287.8,60.83,71.99,30.59,454,753,56,0.86,472,75,47.79,1539421
"1479","Kyle Reifers",2017,1.817,286.1,65.15,71.28,28.13,562,961,44,0.59,446,76,48.73,454569
"1480","Roberto Castro",2017,1.818,280.2,66.2,71.94,38.71,459,671,46,1.03,421,71.52,49.45,367361
"1481","J.J. Henry",2017,1.822,294.1,62.58,70.9,29.17,510,984,46,0.42,445,78.83,40.32,734874
"1482","Patrick Rodgers",2017,1.822,306.3,52.9,71.43,25,488,778,55,1.1,468,78.24,39.82,1346322
"1483","Boo Weekley",2017,1.83,289.9,71.67,71.08,20,446,781,65,0.52,398,75.79,44.64,416928
"1484","Steven Bowditch",2017,1.845,287.3,45.37,74.22,23.01,383,560,33,NA,484,70.11,57.8,24650
"1485","Ryan Palmer",2017,1.845,303.1,56.94,71.23,34.15,313,551,37,1.23,420,76.35,44.16,772560
"1486","Dustin Johnson",2018,1.699,314,59.46,68.54,37.25,548,739,27,10.29,392,81.58,52.17,8457351
"1487","Phil Mickelson",2018,1.699,300.3,52.91,70.06,34.52,676,823,38,4.01,434,79.1,58.6,4595186
"1488","Ricky Barnes",2018,1.708,290.6,47.15,70.83,25.42,453,568,26,0.31,445,77.63,51.65,340590
"1489","Justin Thomas",2018,1.714,311.8,58.41,69.06,27.4,628,787,35,9.43,426,81.16,54.29,8694821
"1490","Jason Day",2018,1.716,310,58.32,69.69,37.04,521,659,27,6.25,448,77.92,62.5,5087461
"1491","Kevin Na",2018,1.722,289.6,64.13,69.9,37.93,674,814,36,2.85,413,78.17,61.49,3578316
"1492","Peter Malnati",2018,1.723,290.9,56.86,70.46,28.71,661,794,27,0.56,450,76.02,56.69,420001
"1493","Brian Gay",2018,1.726,282.9,71.37,69.92,30.93,789,969,42,1.4,416,73.19,53.1,2152500
"1494","Justin Rose",2018,1.732,303.5,66.02,69.03,25.64,480,658,32,10.23,415,80.82,61.16,8130677
"1495","Ollie Schniederjans",2018,1.732,301.4,52.22,70.61,35.29,647,853,39,1.29,447,77.6,51.48,1303609
"1496","Tony Finau",2018,1.735,315.1,55.09,69.53,20,682,NA,41,4.94,434,80.45,44.38,5620138
"1497","Rory McIlroy",2018,1.736,319.7,55.79,69.52,21.28,458,598,26,7.24,421,81.13,52.43,4410296
"1498","Daniel Summerhays",2018,1.737,287.1,54.69,72.47,21.82,346,435,12,0.33,496,75,52.44,234510
"1499","David Lingmerth",2018,1.738,285.4,68.93,70.65,24.59,591,762,36,0.71,423,72.4,48.41,616757
"1500","Chesson Hadley",2018,1.74,300,60.07,70.11,29.41,687,NA,43,1.87,409,78.85,46.1,2768863
"1501","Sam Saunders",2018,1.74,302.8,60.14,70.38,19.3,528,754,30,0.91,432,74.68,51.75,981936
"1502","John Huh",2018,1.741,287.1,63.83,70.32,30.95,643,915,39,0.68,446,76.09,47.06,974537
"1503","Webb Simpson",2018,1.741,293.7,62.34,69.25,36.26,681,924,30,4.98,423,78.46,62.91,5376416
"1504","Zach Johnson",2018,1.742,289.8,63.88,69.69,41.18,625,880,35,2.45,407,79.31,52.98,1957634
"1505","Danny Lee",2018,1.742,290.6,62.65,70.66,36.99,641,841,43,1.27,429,75.56,55.62,1269386
"1506","Brandt Snedeker",2018,1.743,293.1,62.79,70.16,32.56,591,829,33,2.41,431,76.91,56.67,2448969
"1507","Rickie Fowler",2018,1.744,299.8,65.33,69.41,29.31,531,761,28,6.75,415,79.77,60.5,4235236
"1508","Whee Kim",2018,1.744,285.8,61.11,70.99,25.77,662,875,46,1.39,418,76.28,61.82,1920339
"1509","Tiger Woods",2018,1.744,303.6,59.35,69.56,33.33,522,659,31,5.82,412,82.83,48.15,5443840
"1510","Tommy Fleetwood",2018,1.745,306.9,64.98,69.52,20.41,453,686,35,6.02,445,81.76,51.67,3935147
"1511","Brandon Harkins",2018,1.745,303.1,54.79,70.4,21.7,704,939,52,0.73,442,79.5,53.42,1148114
"1512","Ben Martin",2018,1.745,289.6,63.52,70.83,25.86,469,639,26,0.58,457,75.62,57.69,532936
"1513","Cameron Smith",2018,1.745,298.4,57.03,70.42,42.5,583,774,27,3.38,434,78.08,56.52,3622606
"1514","Michael Kim",2018,1.746,289.9,54.89,71.5,22.35,512,695,32,0.79,456,74.03,48.84,1379736
"1515","Patrick Reed",2018,1.746,298.1,55.11,70.21,30.88,647,839,37,5.2,448,77.07,56.68,5006266
"1516","Greg Chalmers",2018,1.747,282.8,58.9,72.44,28.38,390,520,14,0.23,527,66.28,50.44,288022
"1517","Brooks Koepka",2018,1.747,313.4,56.85,69.39,35.19,459,602,40,9.92,427,80.72,53.76,7094047
"1518","Troy Merritt",2018,1.747,295.4,62.93,70.51,22.03,611,862,36,0.94,446,74.97,48.47,1326988
"1519","J.T. Poston",2018,1.747,300.7,61.53,70.41,24.49,502,737,28,0.6,439,80.52,50,940660
"1520","Jon Rahm",2018,1.747,308.9,59.2,69.65,26.53,462,667,41,6.93,438,82.73,48.54,3992677
"1521","Wesley Bryan",2018,1.748,280.4,55.41,71.19,34.33,508,650,25,0.99,413,76.25,49.58,498166
"1522","Beau Hossler",2018,1.748,300,60.47,70.21,32.11,744,NA,46,1.85,454,79.23,54.19,2449707
"1523","Aaron Wise",2018,1.748,302.9,63.33,70.06,33.33,620,887,57,2.47,440,81.6,47.92,3486406
"1524","Marc Leishman",2018,1.749,298.5,60.17,70.13,25,646,910,45,4.19,446,79.29,48.81,3771220
"1525","Dominic Bozzelli",2018,1.75,297,55.69,70.82,27.03,494,626,26,0.44,451,75.99,44.8,391633
"1526","Jamie Lovemark",2018,1.751,303.2,56.92,70.47,33.75,649,871,43,1.31,453,76.82,53.33,1377286
"1527","Tom Hoge",2018,1.752,291.4,62.43,70.62,27.78,717,873,61,0.81,407,73.12,49.36,1358542
"1528","Derek Fathauer",2018,1.754,289.1,53.27,71.53,23.47,595,779,40,0.48,467,74.79,43.62,708712
"1529","Emiliano Grillo",2018,1.754,295.2,70.16,69.98,29.58,664,936,44,2.2,420,76.8,54.84,2493163
"1530","Hideki Matsuyama",2018,1.754,302,62.82,69.82,32.73,511,726,44,4.71,425,79.59,52.04,2687477
"1531","Ryan Palmer",2018,1.754,305.2,59.11,70.54,27.69,450,632,36,1.48,425,77.26,46.15,1484444
"1532","Johnson Wagner",2018,1.754,286.1,64.25,69.94,35.71,498,702,25,0.46,428,78.39,52.75,656322
"1533","Jordan Spieth",2018,1.755,299.8,61.55,69.53,27.59,541,767,44,6.36,416,83.74,51.33,2793536
"1534","Nick Watney",2018,1.755,307.5,56.33,70.51,28.21,609,961,34,1.34,414,78.5,43.79,1402832
"1535","Alex Cejka",2018,1.756,286.7,66.49,70.32,27.59,509,686,29,0.66,425,72.77,59.35,1198540
"1536","Austin Cook",2018,1.756,292.3,66.76,70.12,32.22,769,NA,55,1.48,433,76.05,53.45,2448920
"1537","Andrew Landry",2018,1.756,291.1,62.92,70.71,21.62,546,839,31,1.83,405,76.91,42.64,2642178
"1538","Jimmy Walker",2018,1.756,299,53.49,70.86,34.29,574,757,30,1.87,432,75.13,53.33,2027312
"1539","Billy Horschel",2018,1.757,295.4,67.8,69.76,30.51,557,871,39,3.18,436,79.97,51.72,4315199
"1540","Hunter Mahan",2018,1.757,296.9,65.04,70.46,35.71,443,655,25,0.47,444,78.36,40.95,457337
"1541","Ben Silverman",2018,1.757,290.2,65.56,70.9,38.89,587,858,37,0.76,437,75.94,44.67,793140
"1542","Zac Blair",2018,1.758,279.5,62.76,70.5,37.25,398,608,22,0.27,439,74.46,61.63,330507
"1543","Bryson DeChambeau",2018,1.758,305.7,62.23,69.6,26.92,658,938,60,6.97,418,78.75,48.67,8094489
"1544","Cody Gribble",2018,1.759,301,55.45,71.8,22.22,467,657,32,0.3,468,74.01,48.72,302592
"1545","Trey Mullinax",2018,1.759,318.3,54.94,70.61,26.03,473,719,33,0.86,450,79.73,47.97,1184244
"1546","Grayson Murray",2018,1.759,307.3,56,71.89,24.29,531,686,59,0.94,445,75.75,43.93,1056628
"1547","Ted Potter, Jr.",2018,1.759,286,66.83,70.93,25,645,841,48,1.56,426,74.75,51.27,1976197
"1548","Chris Kirk",2018,1.76,289.8,64.64,69.92,26.74,744,NA,47,1.26,404,78.45,54.01,1824111
"1549","Cameron Percy",2018,1.76,295.6,63.66,70.06,31.25,336,533,22,0.36,403,82.02,54.79,387611
"1550","Ryan Blaum",2018,1.761,289,64.31,70.54,24.64,528,800,44,0.66,443,76.25,41.54,980876
"1551","Scott Brown",2018,1.762,292.6,62.03,70.96,27.45,667,NA,39,0.82,454,76.3,42.86,1076677
"1552","Ben Crane",2018,1.762,281.1,67.52,70.58,45.65,424,598,23,0.54,431,74.69,66,620646
"1553","Matt Kuchar",2018,1.762,288,63.27,70.33,39.71,584,806,36,3.28,423,79.8,60.81,1720097
"1554","Nicholas Lindheim",2018,1.762,293.5,60.44,70.67,30.43,489,707,37,0.56,436,79.9,43.96,593841
"1555","Martin Piller",2018,1.762,292.2,58.51,71.55,25.58,577,742,45,0.6,475,72.34,47.62,847304
"1556","Brian Stuard",2018,1.762,278.9,71.44,70.67,30.85,678,NA,34,0.7,407,76.76,48.03,1089762
"1557","Bud Cauley",2018,1.763,295.4,60.81,71.23,24,393,519,28,0.93,450,77.11,54.37,900590
"1558","Xander Schauffele",2018,1.763,304.9,59.77,70.42,25.3,654,957,46,4.83,451,75.86,48.4,4047538
"1559","Harris English",2018,1.764,302.4,58.99,70.79,22.35,561,791,32,0.64,465,75.89,44.67,799449
"1560","Patton Kizzire",2018,1.764,298.7,55.59,70.37,30.63,588,948,45,1.7,417,80.17,46.83,3541150
"1561","Martin Laird",2018,1.764,299,63.22,70.4,20,474,637,42,1.04,428,76.48,50.48,1017579
"1562","J.B. Holmes",2018,1.765,306.1,57.13,70.75,29.63,528,762,40,1.7,432,78.39,54.55,1595941
"1563","Matt Jones",2018,1.765,304.5,59.38,70.66,31.91,443,619,38,0.8,451,79.65,51.38,538680
"1564","Pat Perez",2018,1.765,290.9,65.09,70.6,27.45,506,793,35,2.34,427,79.65,47.2,2962641
"1565","Mackenzie Hughes",2018,1.766,294.9,60.04,70.88,27.85,508,809,34,0.62,438,78.49,41.74,518476
"1566","Kevin Kisner",2018,1.766,290.8,66.33,70.4,33.82,543,818,24,3.63,440,75.58,44,2972284
"1567","Ian Poulter",2018,1.766,293.6,66.41,70.61,31.82,438,670,24,3.25,413,76.81,50.42,2714449
"1568","Patrick Rodgers",2018,1.766,303.5,61.14,70.67,33.68,666,949,46,1.07,462,79.07,51.72,1287040
"1569","Tyrone Van Aswegen",2018,1.766,290.3,56.98,70.91,26.73,653,961,40,0.45,432,79.43,49.01,763584
"1570","Brian Harman",2018,1.767,291.9,67.14,70.46,24.62,631,912,59,3.01,436,77.53,47.22,2733462
"1571","Chez Reavie",2018,1.767,286.5,72.24,70.19,38.78,610,878,46,2.19,405,77.33,43.06,2700018
"1572","Abraham Ancer",2018,1.768,296.1,63.64,70.26,20.34,693,972,46,1.32,425,75.64,54.12,1676694
"1573","Sung Kang",2018,1.768,293.1,56.72,71.78,17.24,593,878,44,1.14,442,76,50.34,1243309
"1574","Rob Oppenheim",2018,1.769,285.2,56.26,71.03,28.57,501,667,41,0.41,431,77.01,60,279019
"1575","Chris Stroud",2018,1.769,289.8,62.24,71.16,27.14,532,727,37,0.82,454,75.24,53.42,565465
"1576","Vaughn Taylor",2018,1.769,286.1,67.51,70.3,22.73,562,792,51,0.69,415,75.07,47.65,965691
"1577","Si Woo Kim",2018,1.77,290.8,60.68,71.1,30.12,729,NA,45,2.29,439,73.7,51.67,2276113
"1578","Anirban Lahiri",2018,1.77,294,60.09,70.66,29.58,583,834,42,1.39,438,75.69,51.46,1441204
"1579","C.T. Pan",2018,1.77,292.7,68.98,70.06,26.23,621,NA,46,1.53,425,80.95,42.07,1881787
"1580","Martin Flores",2018,1.772,300,54.92,71.07,31.33,591,892,50,0.38,441,80.12,40.65,449266
"1581","Branden Grace",2018,1.772,298.9,63.49,70.55,26.53,438,663,38,2.75,448,77.07,47.46,1529288
"1582","Lanto Griffin",2018,1.772,302.5,55.27,70.65,31.15,502,768,45,0.56,435,78.5,50.43,358380
"1583","J.J. Spaun",2018,1.772,298.2,66.18,70.09,26.15,519,848,42,1.2,413,78.55,43.9,1978905
"1584","Ryan Armour",2018,1.773,283.5,73.58,70.23,42.17,728,NA,58,1.47,406,76.16,52.54,2485202
"1585","Rafa Cabrera Bello",2018,1.773,295.1,67.85,69.97,28.26,477,723,45,3.62,420,79.91,56.9,2449868
"1586","Billy Hurley III",2018,1.773,284,59.24,71.33,22.78,450,655,34,0.2,436,76.18,48.96,145724
"1587","Kevin Tway",2018,1.773,310.1,52.61,70.41,26.21,711,NA,45,1.22,451,80.65,49.44,1379544
"1588","Bubba Watson",2018,1.773,313.1,58.27,70.08,31.51,530,838,37,5.32,446,80,44.2,5793747
"1589","Tom Lovelady",2018,1.774,315.9,54.73,70.85,23.61,534,849,54,0.59,444,77.71,49.65,700783
"1590","Paul Casey",2018,1.775,304.3,63.14,70.04,29.31,496,726,36,4.68,422,79.27,54.46,3641770
"1591","Brett Stegmaier",2018,1.775,295.4,58.38,70.51,23.53,405,647,33,0.21,415,79.92,48.28,305606
"1592","Jason Kokrak",2018,1.776,309.5,58.06,69.97,22.06,651,NA,52,1.5,433,80.82,40.88,1794430
"1593","Rory Sabbatini",2018,1.776,292.3,62.05,70.22,35.21,620,901,51,1.02,432,78.57,60.67,1126057
"1594","Michael Thompson",2018,1.776,296.4,64.66,70.43,23.88,379,624,29,0.59,435,82.48,48.61,563971
"1595","Stewart Cink",2018,1.777,298.1,57.6,70.26,28.92,567,933,44,1.9,417,78.6,49.29,1887208
"1596","Talor Gooch",2018,1.777,298.9,57.31,71,23.08,506,735,36,0.63,438,75,51.52,654200
"1597","Charley Hoffman",2018,1.777,299.5,58.34,70.64,17.91,558,827,41,2.87,427,77.37,45.14,1400637
"1598","Denny McCarthy",2018,1.777,295.4,63.45,70.35,38.89,432,670,27,0.97,448,78.35,46.15,498340
"1599","Ryan Moore",2018,1.777,289.2,71.94,69.96,31.43,542,812,35,1.91,417,76.49,47.14,1986607
"1600","Bronson Burgoon",2018,1.778,302.8,64.53,70.22,14.29,443,744,36,1.04,431,78.37,45.95,1179616
"1601","Joel Dahmen",2018,1.778,295.8,66.36,70.04,33.33,592,865,55,0.92,418,78.33,51.85,1476838
"1602","David Hearn",2018,1.778,285.1,66.63,70.63,35,408,625,39,0.42,383,79.25,47.62,622382
"1603","Kelly Kraft",2018,1.778,288.6,65.84,71.16,35.44,649,934,48,1.1,427,74.59,44.94,1496252
"1604","Sean O'Hair",2018,1.778,302.7,60.09,71.27,22.22,446,645,27,1.19,443,80.83,51.09,1104864
"1605","D.A. Points",2018,1.778,280.8,60.47,72.36,23.38,440,615,35,0.47,438,70.02,57.66,377265
"1606","Seamus Power",2018,1.778,302.6,55.19,70.38,35.19,570,776,37,0.58,449,74.04,60.94,791017
"1607","Ethan Tracy",2018,1.778,299,60.25,71.43,31.48,459,704,45,0.22,436,76.27,34.86,364492
"1608","Jonathan Byrd",2018,1.779,291.7,58.59,70.68,21.05,409,657,34,0.45,448,79.33,57.65,267054
"1609","Matt Every",2018,1.78,294.2,55.5,71.72,24.29,516,765,49,0.27,448,77.76,48.84,299161
"1610","Brice Garnett",2018,1.78,296.7,64.45,70.69,29.79,657,991,48,1.25,428,76.7,41.43,1466224
"1611","Fabian Gomez",2018,1.78,291.1,64.99,70.58,31.67,563,891,41,0.34,429,77.79,43.2,437032
"1612","James Hahn",2018,1.78,298.7,63.73,70.48,27.12,551,866,44,1.38,431,79.07,48.48,1386301
"1613","Francesco Molinari",2018,1.78,301,65.04,69.91,31.58,459,749,39,7.25,434,78.59,47.9,5065841
"1614","Shawn Stefani",2018,1.78,299.6,56.52,70.66,25,512,767,40,0.54,417,77.95,47.5,523204
"1615","Blayne Barber",2018,1.781,294.7,64.67,70.13,24.53,441,714,38,0.35,405,79.14,52.73,398136
"1616","Patrick Cantlay",2018,1.781,303.1,61.58,69.93,21.05,525,850,53,4.2,432,81.12,53.91,3963962
"1617","Conrad Shindler",2018,1.781,291.3,65.77,70.57,26.19,387,577,29,0.32,399,77.28,48.15,187399
"1618","Kyle Stanley",2018,1.781,295.7,71.29,70.26,22.41,561,957,49,3.8,415,80.66,46.2,3916001
"1619","Aaron Baddeley",2018,1.782,295.3,53.27,70.74,24.69,546,795,38,0.65,444,74.96,57.04,725927
"1620","Charles Howell III",2018,1.782,300.9,62.59,70.11,32.47,655,NA,43,1.86,437,81.26,55.76,2179724
"1621","Alex Noren",2018,1.782,299.2,61.73,70.37,37.7,428,616,26,4.84,485,78.12,51.85,2699149
"1622","Charl Schwartzel",2018,1.782,299.5,55.19,71.72,30.51,432,569,31,2.16,471,72.93,49.26,1710178
"1623","Richy Werenski",2018,1.782,291.8,65.06,70.78,18.75,619,966,50,0.88,427,79.19,43.33,1081283
"1624","Kiradech Aphibarnrat",2018,1.783,294.7,65.12,71.24,25,322,467,25,2.99,427,72.27,46.88,484733
"1625","Adam Hadwin",2018,1.783,289.4,65.6,70.56,28.33,598,937,44,2.25,456,79.02,47.34,1932487
"1626","Russell Henley",2018,1.783,293,70.03,70.59,20.63,469,810,36,2.11,419,78.46,42.54,1516437
"1627","Andrew Putnam",2018,1.783,293.8,60.42,70.1,33.33,606,931,47,1.8,442,80.03,48.8,2387382
"1628","Keegan Bradley",2018,1.784,299.6,67.9,70.16,23.38,594,NA,46,3.44,410,82.58,45.2,4069463
"1629","Steve Wheatcroft",2018,1.784,288.9,69.79,70.88,32.65,404,606,25,0.23,423,76.15,47.73,309656
"1630","Daniel Berger",2018,1.785,297.7,64.58,70.43,40.54,511,807,37,2.59,447,78,47.33,1721763
"1631","Robert Garrigus",2018,1.785,307.9,56.37,70.93,26.09,521,768,54,0.6,431,75.88,43.2,702030
"1632","Sam Ryder",2018,1.785,297.3,66.91,70.15,26.47,515,855,55,0.89,412,81.9,43.48,1046166
"1633","Kevin Chappell",2018,1.786,308.6,61.27,70.85,30.65,500,761,57,2.17,427,77.15,44.07,1608338
"1634","William McGirt",2018,1.786,289.3,59.89,70.44,36,528,827,34,0.85,441,78.96,53.28,933326
"1635","Peter Uihlein",2018,1.786,302.2,52.93,70.45,31.17,537,806,47,2.12,452,83.94,54.24,1797715
"1636","Harold Varner III",2018,1.786,308.2,59.02,70.82,18.92,592,940,53,1,442,78.17,51.95,1223063
"1637","Matt Atkins",2018,1.788,301.4,57.5,71.46,26.09,368,522,34,0.23,465,74.16,45.65,89104
"1638","Keith Mitchell",2018,1.788,312.6,58.59,70.3,31.88,641,NA,73,1.2,437,79.75,48.61,1641260
"1639","Scott Stallings",2018,1.788,299.7,56.57,70.53,36.36,619,937,40,1.05,440,79.58,55.63,1147573
"1640","Jonathan Randolph",2018,1.789,289.4,62.18,71.57,34.33,488,630,35,0.38,460,73.58,54.03,453328
"1641","Stephan Jaeger",2018,1.79,299.2,58.76,70.88,24.56,495,806,38,0.8,447,77.52,46.97,422260
"1642","Nate Lashley",2018,1.79,293.9,60.58,70.6,33.33,312,502,18,0.41,414,77.89,48.57,296650
"1643","Byeong Hun An",2018,1.791,307.9,60.19,70.26,33.75,567,876,45,2.6,433,79.13,48.85,2599264
"1644","Jim Furyk",2018,1.791,280.5,69.91,70.58,46.55,348,484,21,0.77,415,74.95,46.25,660009
"1645","Retief Goosen",2018,1.791,296.2,55.22,71.56,30.91,368,531,28,0.5,441,74.38,41.89,545363
"1646","Russell Knox",2018,1.791,291.7,67.7,70.42,27.14,587,965,52,2.24,414,79.2,52.21,1424030
"1647","Rod Pampling",2018,1.792,288.4,63.69,72.14,29.41,395,604,31,0.24,453,74.32,43.2,183805
"1648","Robert Streb",2018,1.792,292.6,54.11,71.64,32.97,485,794,37,0.9,448,80.14,45,411605
"1649","Shane Lowry",2018,1.793,300.7,61.2,70.95,24.07,356,610,34,1.78,429,81.38,50.54,696897
"1650","Roberto Diaz",2018,1.794,286.3,63.2,71.28,26.23,472,701,36,0.25,446,74.71,50,235635
"1651","Luke List",2018,1.794,314.6,54.66,70.31,28.36,623,NA,57,2.32,454,79.64,52.22,2710736
"1652","Scott Piercy",2018,1.794,296.6,65.68,70.43,27.78,515,851,56,0.75,428,79.46,44.96,1882336
"1653","Gary Woodland",2018,1.794,313.5,63.69,70.21,34.43,572,989,58,2.93,423,80.3,41.49,3108906
"1654","Tyler Duncan",2018,1.795,294.4,66.74,70.77,17.07,579,NA,67,0.56,426,79.82,32.43,944020
"1655","Graeme McDowell",2018,1.796,293.2,64.92,71.12,28.89,413,598,38,0.85,453,72.8,47.37,581023
"1656","Corey Conners",2018,1.797,303.3,62.99,70.35,30.14,599,990,64,0.44,416,81.27,44.27,728295
"1657","Kevin Streelman",2018,1.797,295.1,69.11,70.1,28.57,577,NA,35,1.16,417,79.95,47.24,1523642
"1658","Nick Taylor",2018,1.797,292.7,60.94,70.81,41.67,612,938,55,0.65,448,79.63,55.56,899373
"1659","Kyle Thompson",2018,1.797,285.3,62.99,71.98,25.58,310,478,32,0.24,418,74.32,51.28,24878
"1660","Adam Scott",2018,1.799,304.6,62.51,70.56,33.93,498,831,64,2.86,429,79.91,50.38,2237641
"1661","Jonas Blixt",2018,1.8,293.1,60.3,71.85,27.42,424,629,31,0.54,467,72.39,52.13,368517
"1662","Tyrrell Hatton",2018,1.8,298.8,61.84,70.41,30.77,363,568,26,3.91,442,76.6,54.65,1943359
"1663","Henrik Stenson",2018,1.8,291.5,75.19,69.66,27.59,339,634,23,4.05,407,80.03,55.56,2680486
"1664","Xinjun Zhang",2018,1.802,298.7,65.33,71.07,28.07,495,773,60,0.33,454,75.88,49.23,420376
"1665","Adam Schenk",2018,1.805,305.5,57.67,71.04,20,509,873,47,0.63,471,78.38,42.36,474922
"1666","Jhonattan Vegas",2018,1.807,303.6,57.91,71.22,31.03,606,918,59,1.7,467,75.59,39.64,1137444
"1667","Andrew Yun",2018,1.808,290.6,53.58,72.98,22.22,275,497,30,0.2,452,72.11,34.33,41566
"1668","Lucas Glover",2018,1.809,297.7,65.06,71.23,29.27,408,635,42,1.24,457,78.48,51.61,789381
"1669","Louis Oosthuizen",2018,1.809,299.8,64.81,70.48,30.43,380,541,39,3.1,414,76.12,64.29,1731492
"1670","Hudson Swafford",2018,1.81,302.8,64.57,71.04,18.18,429,712,53,0.84,429,79.74,51.52,569390
"1671","Jason Dufner",2018,1.811,297.1,63.3,71.31,45.71,436,651,49,1.97,441,75.31,50.94,1497654
